latitude,longitude,date,hour,day_of_week,month,is_weekend,is_night,road_type,road_type_enc,speed_limit,junction,traffic_density,weather_condition,weather_enc,temperature,precipitation,wind_speed,visibility,severity
12.983489140814815,80.24517012736854,2024-05-07,20,1,5,0,0,Highway,0,82,0,0.65,Cloudy,1,23.2,0.0,15.4,11.4,1
13.149256393443586,80.20371146580841,2024-12-21,20,5,12,1,0,Rural Road,3,59,0,0.65,Storm,4,28.0,13.5,9.0,3.4,3
12.988872029254537,80.22197625143784,2023-12-20,10,2,12,0,0,Urban Road,1,50,0,0.65,Clear,0,21.7,0.0,14.3,6.3,0
12.913994071277584,80.21775169487486,2023-06-01,21,3,6,0,1,Urban Road,1,66,0,0.4,Rain,2,28.1,3.3,12.1,5.8,2
13.091510681988314,80.2844622210618,2024-11-27,21,2,11,0,1,Highway,0,77,0,0.4,Clear,0,36.4,0.0,10.4,9.1,0
13.15749458111066,80.23554444298851,2023-05-07,22,6,5,1,1,Rural Road,3,62,0,0.15,Cloudy,1,26.4,0.0,12.9,5.5,1
13.06864692017156,80.2768427509446,2023-09-05,7,1,9,0,0,Urban Road,1,38,1,0.65,Clear,0,23.0,0.0,8.8,9.8,0
13.09671604062392,80.25549493916245,2023-05-11,12,3,5,0,0,Urban Road,1,48,0,0.4,Clear,0,33.3,0.0,6.3,9.0,0
12.9989196990365,80.24169733099458,2023-10-27,22,4,10,0,1,Highway,0,95,0,0.15,Storm,4,27.7,32.6,5.9,5.0,3
13.159154568555552,80.20273972369398,2024-01-09,6,1,1,0,0,Highway,0,81,1,0.4,Clear,0,24.5,0.0,19.5,8.5,2
12.974067907050632,80.23080776499427,2022-03-28,2,0,3,0,1,Highway,0,80,1,0.15,Clear,0,31.4,0.0,13.0,11.5,2
13.042057381072333,80.19095808200251,2024-10-26,5,5,10,1,1,Rural Road,3,56,0,0.15,Rain,2,30.3,0.0,8.0,5.3,3
13.003385019377433,80.22966985805027,2023-11-17,21,4,11,0,1,Urban Road,1,51,0,0.4,Rain,2,29.6,2.6,20.7,6.4,1
13.149427395781956,80.18483352866149,2022-01-17,1,0,1,0,1,Urban Road,1,45,1,0.15,Fog,3,26.4,0.0,10.0,2.9,2
13.073470437387074,80.28282628824392,2022-10-02,10,6,10,1,0,Residential,2,33,1,0.65,Fog,3,29.5,0.0,0.2,1.5,3
13.010252503515995,80.1641360520965,2022-12-31,15,5,12,1,0,Residential,2,24,1,0.4,Clear,0,26.8,0.0,12.6,7.7,0
13.078135868079952,80.26489685424787,2023-08-18,5,4,8,0,1,Highway,0,81,0,0.15,Storm,4,29.9,10.4,16.5,4.6,3
13.021952862450322,80.19245054108997,2023-06-28,17,2,6,0,0,Urban Road,1,40,1,0.65,Clear,0,35.3,0.0,3.3,11.8,0
13.157798535681911,80.21825282909671,2023-11-09,20,3,11,0,0,Residential,2,30,1,0.65,Cloudy,1,28.9,0.0,22.1,3.3,1
12.99880776669449,80.22137362711324,2022-12-21,10,2,12,0,0,Residential,2,26,0,0.65,Clear,0,28.3,0.0,12.0,5.5,0
12.994567954475421,80.21614336030575,2024-09-30,14,0,9,0,0,Highway,0,84,1,0.4,Clear,0,34.9,0.0,5.1,8.1,0
12.948211537172986,80.21463843112633,2022-07-24,0,6,7,1,1,Residential,2,33,1,0.15,Rain,2,27.5,1.1,13.7,3.7,3
12.999372711244405,80.21430980512494,2023-12-24,7,6,12,1,0,Urban Road,1,55,0,0.65,Rain,2,34.1,9.2,10.2,6.3,2
12.97908370519534,80.2124587487858,2022-08-10,8,2,8,0,0,Urban Road,1,49,1,0.9,Clear,0,29.3,0.0,22.1,10.2,0
13.153878259023736,80.17496062416349,2024-03-02,18,5,3,1,0,Highway,0,74,1,0.9,Rain,2,26.2,6.0,15.1,4.5,2
13.007631686918327,80.2184253187345,2023-06-24,6,5,6,1,0,Highway,0,75,0,0.4,Cloudy,1,32.0,0.0,16.2,10.1,1
13.007852685669409,80.20901451986506,2022-07-30,2,5,7,1,1,Urban Road,1,46,1,0.15,Storm,4,27.1,34.1,5.4,3.6,3
13.112029203627918,80.23822394964697,2024-03-26,2,1,3,0,1,Rural Road,3,58,0,0.15,Storm,4,27.9,10.4,16.9,2.8,1
13.001775337020419,80.22024362661203,2024-05-11,1,5,5,1,1,Urban Road,1,38,1,0.15,Clear,0,31.2,0.0,22.6,10.2,2
13.016532091042095,80.20756415330543,2023-10-18,5,2,10,0,1,Urban Road,1,41,1,0.15,Clear,0,30.8,0.0,4.6,10.2,0
13.094096158833798,80.26127630888837,2023-02-19,13,6,2,1,0,Urban Road,1,56,1,0.4,Clear,0,24.9,0.0,12.0,8.0,2
13.152211062668854,80.20071506551598,2024-03-08,22,4,3,0,1,Urban Road,1,58,1,0.15,Clear,0,30.0,0.0,0.5,8.9,0
13.019690860997509,80.1867218493906,2023-10-03,0,1,10,0,1,Urban Road,1,55,0,0.15,Storm,4,32.7,5.0,10.0,0.9,3
13.011098242480854,80.24941825258715,2023-10-22,5,6,10,1,1,Highway,0,85,0,0.15,Cloudy,1,34.9,0.0,15.2,9.7,1
13.140419982655134,80.21729792130553,2023-07-12,8,2,7,0,0,Residential,2,37,0,0.9,Fog,3,27.2,0.0,4.7,2.9,1
13.171664114530637,80.2126938992125,2023-12-09,1,5,12,1,1,Residential,2,20,0,0.15,Rain,2,23.4,3.5,24.4,5.1,1
13.078617833832983,80.2934144398994,2022-10-24,9,0,10,0,0,Urban Road,1,35,0,0.9,Cloudy,1,24.4,0.0,21.2,8.3,0
12.967095198032297,80.22426832058537,2023-09-24,22,6,9,1,1,Residential,2,20,1,0.15,Cloudy,1,27.0,0.0,23.5,8.3,1
13.05483895238025,80.18145214912653,2022-01-30,18,6,1,1,0,Urban Road,1,41,1,0.9,Rain,2,26.0,1.4,14.1,4.1,2
13.049108053714015,80.16600371536082,2022-05-21,6,5,5,1,0,Residential,2,20,0,0.4,Rain,2,38.4,1.2,13.6,7.3,0
13.093744973980089,80.25704083218871,2024-09-01,2,6,9,1,1,Highway,0,94,1,0.15,Clear,0,30.4,0.0,8.9,11.8,2
13.15758778408561,80.20650991824972,2022-01-30,12,6,1,1,0,Urban Road,1,46,1,0.4,Storm,4,34.1,13.4,23.3,3.0,2
13.155739368408762,80.20996963503961,2022-05-16,4,0,5,0,1,Highway,0,85,0,0.15,Rain,2,29.3,3.4,14.9,3.8,3
13.004286365865902,80.2189656034946,2022-12-23,23,4,12,0,1,Urban Road,1,36,1,0.15,Clear,0,25.5,0.0,9.1,9.0,2
13.151948872610113,80.20858847480943,2022-07-06,3,2,7,0,1,Urban Road,1,57,0,0.15,Clear,0,33.0,0.0,5.7,8.3,0
12.992256797421255,80.20819805362248,2023-08-04,19,4,8,0,0,Residential,2,36,1,0.9,Snow,5,34.4,0.0,7.6,9.9,1
13.123705737630495,80.15431307410881,2022-05-08,4,6,5,1,1,Urban Road,1,47,1,0.15,Cloudy,1,22.5,0.0,6.9,8.5,2
13.00429744628453,80.23314996710113,2024-06-03,6,0,6,0,0,Urban Road,1,56,1,0.4,Clear,0,28.1,0.0,7.5,9.4,0
13.144746454019538,80.2013901996632,2024-04-30,19,1,4,0,0,Urban Road,1,51,0,0.9,Clear,0,25.7,0.0,0.0,7.9,2
13.064090247708899,80.18260129150715,2024-05-27,11,0,5,0,0,Urban Road,1,54,0,0.4,Clear,0,31.8,0.0,10.8,8.9,0
13.06817707873727,80.17075430500897,2023-10-22,10,6,10,1,0,Residential,2,41,0,0.65,Rain,2,34.8,22.5,26.4,7.2,1
13.199777970511636,80.21571044986317,2024-02-20,21,1,2,0,1,Urban Road,1,41,0,0.4,Rain,2,22.7,3.2,8.6,4.1,0
13.025224747559568,80.24358652910873,2023-12-22,4,4,12,0,1,Urban Road,1,41,1,0.15,Clear,0,29.1,0.0,16.2,11.2,0
13.17669994749459,80.16501863261622,2023-08-09,10,2,8,0,0,Urban Road,1,48,1,0.65,Clear,0,31.8,0.0,2.4,5.8,0
13.008522577799472,80.21266105338692,2023-07-31,1,0,7,0,1,Urban Road,1,56,1,0.15,Rain,2,25.8,2.6,12.7,7.4,3
13.044352608547806,80.17947927091616,2023-03-17,21,4,3,0,1,Urban Road,1,54,1,0.4,Cloudy,1,29.3,0.0,9.6,8.1,2
12.982549064904003,80.13912992729747,2022-10-04,5,1,10,0,1,Highway,0,87,1,0.15,Cloudy,1,29.6,0.0,15.4,10.5,2
13.106275626238597,80.28151294608286,2023-12-08,8,4,12,0,0,Urban Road,1,47,0,0.9,Rain,2,35.0,4.8,18.4,3.6,1
12.945631077542323,80.21897312784253,2022-01-09,4,6,1,1,1,Urban Road,1,54,1,0.15,Cloudy,1,27.5,0.0,12.3,11.4,0
13.113521018803386,80.11019079561123,2024-05-11,18,5,5,1,0,Urban Road,1,49,0,0.9,Rain,2,32.5,0.3,7.8,3.7,0
13.175508303120154,80.10420877609145,2024-09-11,5,2,9,0,1,Residential,2,38,1,0.15,Rain,2,28.3,12.0,19.4,2.3,1
13.174062794505897,80.25948245391939,2024-02-17,22,5,2,1,1,Residential,2,29,0,0.15,Cloudy,1,33.0,0.0,19.0,9.4,0
13.089987506699838,80.27269146377883,2022-03-28,5,0,3,0,1,Urban Road,1,43,0,0.15,Cloudy,1,28.8,0.0,15.1,8.2,1
13.001620165412042,80.21638316078393,2023-02-28,17,1,2,0,0,Urban Road,1,56,1,0.65,Clear,0,26.8,0.0,31.8,9.8,1
13.06680997962593,80.18019681623191,2024-10-15,3,1,10,0,1,Residential,2,44,0,0.15,Clear,0,27.2,0.0,15.7,11.4,0
13.092714225514689,80.19765037805625,2022-02-03,3,3,2,0,1,Urban Road,1,51,1,0.15,Cloudy,1,30.4,0.0,12.1,10.5,1
13.046529362555658,80.1692897498156,2023-11-15,3,2,11,0,1,Highway,0,78,0,0.15,Cloudy,1,30.8,0.0,11.4,10.2,1
13.169132953186995,80.26467451827413,2024-11-09,10,5,11,1,0,Rural Road,3,68,0,0.65,Clear,0,25.4,0.0,8.6,7.9,0
13.064509452714,80.12917864395583,2022-03-10,1,3,3,0,1,Rural Road,3,53,1,0.15,Clear,0,32.0,0.0,15.2,9.1,1
13.047977981218677,80.16979861888419,2023-07-01,5,5,7,1,1,Residential,2,29,1,0.15,Clear,0,25.2,0.0,3.1,5.9,2
13.013622623727183,80.21840507051775,2022-08-31,13,2,8,0,0,Residential,2,21,0,0.4,Storm,4,31.2,36.6,17.5,2.5,2
12.961827353675313,80.27552695936127,2022-01-15,16,5,1,1,0,Urban Road,1,41,1,0.4,Clear,0,33.4,0.0,6.3,9.8,0
13.000684157687381,80.20897256453192,2023-10-19,13,3,10,0,0,Urban Road,1,61,0,0.4,Rain,2,28.6,0.2,10.2,8.3,1
13.114183289524195,80.1308143858208,2024-02-25,1,6,2,1,1,Urban Road,1,55,0,0.15,Cloudy,1,31.5,0.0,23.2,9.9,0
13.142100330718666,80.12270162426171,2023-12-18,8,0,12,0,0,Rural Road,3,60,1,0.9,Cloudy,1,33.6,0.0,6.3,8.1,0
13.079424017733546,80.13546673265934,2024-12-18,19,2,12,0,0,Highway,0,78,0,0.9,Cloudy,1,28.2,0.0,14.3,7.3,0
13.06503811434539,80.25376345865283,2023-01-23,9,0,1,0,0,Rural Road,3,54,0,0.9,Rain,2,28.5,0.4,9.4,5.6,0
12.973721236138712,80.21420123150442,2023-07-04,1,1,7,0,1,Rural Road,3,71,0,0.15,Rain,2,28.3,6.5,10.3,1.0,3
12.96616557577545,80.2075529886448,2023-08-20,11,6,8,1,0,Highway,0,90,0,0.4,Cloudy,1,39.0,0.0,9.8,12.0,0
12.991940666140902,80.2286048022063,2022-07-27,16,2,7,0,0,Urban Road,1,54,1,0.4,Clear,0,31.2,0.0,0.9,11.6,1
13.007385531361443,80.22300848229794,2024-06-19,11,2,6,0,0,Urban Road,1,46,1,0.4,Clear,0,27.6,0.0,3.9,10.3,1
13.001412366147363,80.22615440186706,2024-08-26,15,0,8,0,0,Residential,2,28,0,0.4,Cloudy,1,31.7,0.0,15.6,6.2,0
13.07962169331189,80.26986688359818,2023-04-27,22,3,4,0,1,Rural Road,3,61,0,0.15,Cloudy,1,27.3,0.0,18.5,8.7,1
13.17081794363001,80.10561051124964,2024-02-22,0,3,2,0,1,Urban Road,1,50,1,0.15,Clear,0,19.2,0.0,15.4,10.8,1
12.995766769459149,80.25425354991283,2023-11-14,21,1,11,0,1,Urban Road,1,57,0,0.4,Rain,2,17.9,6.6,16.9,3.2,1
13.038471981950398,80.16987359723032,2022-01-19,23,2,1,0,1,Residential,2,33,1,0.15,Clear,0,31.2,0.0,13.2,9.4,1
12.988134087529522,80.23696637454019,2024-05-02,4,3,5,0,1,Urban Road,1,59,0,0.15,Rain,2,25.1,26.2,18.5,5.2,1
13.005386229084715,80.23366964620696,2024-07-06,22,5,7,1,1,Rural Road,3,66,0,0.15,Cloudy,1,33.5,0.0,12.0,4.3,1
12.998146998257413,80.24095548026301,2024-03-16,16,5,3,1,0,Residential,2,20,1,0.4,Clear,0,28.4,0.0,18.3,7.4,0
13.008487502494908,80.23006614855784,2024-12-24,18,1,12,0,0,Rural Road,3,61,0,0.9,Cloudy,1,26.5,0.0,19.3,10.3,0
13.081198252935467,80.27211495203599,2023-08-06,23,6,8,1,1,Highway,0,69,0,0.15,Fog,3,30.9,0.0,17.8,1.3,3
13.100940028554291,80.19033709916114,2022-07-10,12,6,7,1,0,Urban Road,1,45,1,0.4,Clear,0,26.9,0.0,1.3,10.9,0
13.025444462203339,80.16378688049197,2022-09-04,7,6,9,1,0,Urban Road,1,48,1,0.65,Rain,2,32.9,18.0,13.8,5.3,2
12.939940663084506,80.22453056224279,2023-05-23,0,1,5,0,1,Urban Road,1,63,0,0.15,Rain,2,26.9,1.6,9.2,5.8,1
13.155056930884584,80.21553673327072,2024-08-03,19,5,8,1,0,Highway,0,76,0,0.9,Clear,0,23.8,0.0,10.8,7.1,0
13.079994335583597,80.27979165395419,2024-06-20,0,3,6,0,1,Residential,2,31,0,0.15,Clear,0,31.7,0.0,12.8,10.3,1
13.052466900928868,80.16608530577284,2023-12-07,10,3,12,0,0,Rural Road,3,70,1,0.65,Clear,0,27.0,0.0,3.3,7.7,0
13.052936960896252,80.17323037688948,2023-01-20,16,4,1,0,0,Rural Road,3,67,1,0.4,Cloudy,1,28.9,0.0,20.1,9.0,0
12.980188727372898,80.20832960600112,2024-11-09,10,5,11,1,0,Urban Road,1,39,1,0.65,Rain,2,25.2,8.1,12.7,4.2,1
13.050550288118691,80.15561395401343,2024-07-16,8,1,7,0,0,Residential,2,44,0,0.9,Cloudy,1,26.8,0.0,16.5,8.7,0
13.041201457902295,80.15486024169427,2022-08-02,16,1,8,0,0,Rural Road,3,57,1,0.4,Clear,0,32.3,0.0,10.5,11.7,0
12.975204896852718,80.21081421937826,2023-08-20,7,6,8,1,0,Urban Road,1,57,1,0.65,Cloudy,1,33.1,0.0,0.9,8.2,3
13.145077324069726,80.2129759043587,2023-03-17,19,4,3,0,0,Urban Road,1,48,0,0.9,Storm,4,25.7,5.0,19.4,0.2,0
13.082463541729856,80.26990922354629,2024-02-23,1,4,2,0,1,Highway,0,87,0,0.15,Clear,0,27.3,0.0,12.2,9.5,1
13.162898082108432,80.20850644256471,2024-05-20,19,0,5,0,0,Highway,0,80,0,0.9,Clear,0,29.8,0.0,19.4,11.1,2
13.080240692803661,80.2631857155705,2024-07-11,14,3,7,0,0,Urban Road,1,37,0,0.4,Clear,0,31.1,0.0,11.3,5.3,0
13.184522088491313,80.15467303004705,2024-01-31,10,2,1,0,0,Highway,0,89,0,0.65,Clear,0,32.0,0.0,16.9,10.9,0
13.120945865711331,80.206477041427,2024-09-24,21,1,9,0,1,Urban Road,1,45,0,0.4,Cloudy,1,36.0,0.0,5.0,7.9,1
13.136114456216873,80.22577542463823,2024-11-11,22,0,11,0,1,Urban Road,1,33,0,0.15,Cloudy,1,23.4,0.0,4.2,9.3,1
12.915287107616225,80.2859532999255,2022-12-08,10,3,12,0,0,Highway,0,88,0,0.65,Clear,0,25.2,0.0,6.2,12.0,0
12.964417295925145,80.22681485176193,2024-05-07,1,1,5,0,1,Highway,0,70,1,0.15,Cloudy,1,28.1,0.0,17.1,10.2,1
13.082541317089818,80.2744371524856,2022-01-13,9,3,1,0,0,Highway,0,75,0,0.9,Fog,3,26.8,0.0,0.4,1.6,3
13.01334877803735,80.20326624790617,2024-02-14,3,2,2,0,1,Urban Road,1,41,1,0.15,Cloudy,1,26.8,0.0,10.6,11.1,0
13.010860257872308,80.22381141010838,2024-02-21,0,2,2,0,1,Urban Road,1,47,0,0.15,Fog,3,24.5,0.0,24.9,1.3,2
13.130495170452834,80.14039776598827,2024-05-04,19,5,5,1,0,Highway,0,73,1,0.9,Storm,4,26.7,21.5,15.7,1.7,3
13.133630153694837,80.22041716877754,2023-06-09,23,4,6,0,1,Residential,2,22,0,0.15,Fog,3,29.5,0.0,14.3,1.9,1
12.994264864543176,80.22620563053486,2024-11-23,2,5,11,1,1,Urban Road,1,49,1,0.15,Clear,0,33.0,0.0,12.9,12.0,1
13.023954171880678,80.14899751885977,2024-05-09,11,3,5,0,0,Urban Road,1,48,1,0.4,Rain,2,33.8,16.2,4.1,7.5,0
12.997663439129681,80.23161685960339,2022-08-23,20,1,8,0,0,Highway,0,96,0,0.65,Clear,0,23.0,0.0,15.5,10.3,0
13.084770086260622,80.27086082229862,2024-11-08,21,4,11,0,1,Residential,2,29,0,0.4,Fog,3,24.8,0.0,5.9,1.2,2
12.97088599366056,80.23275176836837,2023-02-14,3,1,2,0,1,Urban Road,1,43,1,0.15,Clear,0,29.0,0.0,16.3,8.2,0
13.083431718509205,80.2889514448007,2023-07-22,23,5,7,1,1,Highway,0,76,0,0.15,Clear,0,23.5,0.0,3.7,10.2,1
13.038673931508283,80.157534393223,2024-03-20,1,2,3,0,1,Urban Road,1,44,0,0.15,Snow,5,26.9,0.0,17.1,11.2,1
12.993158772364344,80.19016283994063,2022-09-05,16,0,9,0,0,Highway,0,80,0,0.4,Clear,0,22.2,0.0,5.4,8.0,1
13.096084831957164,80.26074032667624,2024-05-23,8,3,5,0,0,Rural Road,3,46,0,0.9,Rain,2,29.1,2.5,0.3,8.5,0
12.997899267983863,80.21410922771685,2024-10-09,21,2,10,0,1,Residential,2,20,1,0.4,Rain,2,28.6,2.8,16.5,5.4,2
13.0628331963631,80.15626599640504,2023-12-03,14,6,12,1,0,Urban Road,1,55,0,0.4,Clear,0,27.4,0.0,2.0,8.7,0
13.161405925004617,80.14294805189743,2022-10-08,18,5,10,1,0,Highway,0,80,0,0.9,Clear,0,28.3,0.0,15.8,7.4,0
12.960724630176545,80.1785718303714,2024-07-03,23,2,7,0,1,Urban Road,1,43,1,0.15,Cloudy,1,31.0,0.0,5.6,9.4,0
12.970777070371296,80.21891987689291,2022-09-02,0,4,9,0,1,Urban Road,1,66,1,0.15,Fog,3,39.6,0.0,3.5,1.0,3
13.055744575975677,80.22494844755744,2023-03-14,18,1,3,0,0,Highway,0,73,0,0.9,Clear,0,27.2,0.0,13.2,5.3,0
12.9733794152815,80.20528193288372,2023-01-02,17,0,1,0,0,Residential,2,20,1,0.65,Storm,4,31.4,16.6,21.4,1.8,2
13.05883941830203,80.18438322063976,2024-05-08,4,2,5,0,1,Urban Road,1,56,1,0.15,Clear,0,31.1,0.0,13.8,10.1,1
13.067203162110244,80.16771098261664,2024-09-05,7,3,9,0,0,Rural Road,3,52,0,0.65,Cloudy,1,20.7,0.0,8.9,9.7,0
12.974181250813057,80.22666473888931,2022-03-22,12,1,3,0,0,Highway,0,76,1,0.4,Clear,0,26.5,0.0,19.6,12.0,1
13.156526886431097,80.21404301209829,2023-02-06,10,0,2,0,0,Residential,2,35,1,0.65,Cloudy,1,24.7,0.0,15.8,11.8,0
13.117841214922922,80.15338166192619,2023-12-26,8,1,12,0,0,Urban Road,1,49,1,0.9,Rain,2,26.1,1.6,19.3,2.6,2
13.145170829465181,80.22468004822898,2024-03-15,5,4,3,0,1,Urban Road,1,45,1,0.15,Storm,4,31.8,5.0,4.2,2.0,3
13.017933984902756,80.14383482793065,2024-03-24,13,6,3,1,0,Rural Road,3,59,0,0.4,Rain,2,22.1,7.6,18.2,1.0,1
13.04188013152023,80.17990465580658,2022-08-13,2,5,8,1,1,Highway,0,73,0,0.15,Clear,0,32.0,0.0,13.5,10.8,0
13.093021074171194,80.26244630979588,2023-09-14,7,3,9,0,0,Urban Road,1,41,1,0.65,Cloudy,1,23.8,0.0,6.2,10.3,1
12.949110918455657,80.21330473400714,2023-01-01,16,6,1,1,0,Highway,0,83,0,0.4,Rain,2,28.5,23.1,10.5,5.9,1
13.010896793799366,80.20837663369922,2022-05-04,16,2,5,0,0,Urban Road,1,40,0,0.4,Fog,3,31.0,0.0,10.8,1.0,3
13.082321534614827,80.25709117632692,2022-12-07,2,2,12,0,1,Urban Road,1,40,0,0.15,Cloudy,1,26.1,0.0,10.0,8.8,0
13.172037084488961,80.21288695911268,2022-10-20,2,3,10,0,1,Urban Road,1,55,0,0.15,Clear,0,28.5,0.0,4.7,12.0,0
13.013439666465693,80.21389602927549,2022-01-04,12,1,1,0,0,Urban Road,1,53,0,0.4,Rain,2,23.8,33.1,12.3,5.7,2
13.1365165327654,80.2110096546955,2024-01-19,16,4,1,0,0,Residential,2,33,0,0.4,Cloudy,1,28.4,0.0,15.6,7.0,0
12.977900769319808,80.20495404549057,2023-08-01,15,1,8,0,0,Rural Road,3,54,1,0.4,Clear,0,32.6,0.0,9.5,10.2,0
13.093584458328323,80.25261450381277,2024-11-24,15,6,11,1,0,Residential,2,20,1,0.4,Clear,0,27.3,0.0,13.4,9.8,0
12.906616820193015,80.18678524136205,2023-11-12,16,6,11,1,0,Highway,0,75,0,0.4,Rain,2,24.5,1.7,13.1,3.7,1
13.089584717479816,80.26181080075483,2023-06-05,15,0,6,0,0,Urban Road,1,60,1,0.4,Rain,2,30.0,13.5,12.8,5.1,1
12.977371110412735,80.2255128666401,2023-03-01,5,2,3,0,1,Highway,0,83,0,0.15,Clear,0,27.8,0.0,6.0,8.4,1
13.182589046576561,80.11268491986067,2024-05-18,7,5,5,1,0,Urban Road,1,46,1,0.65,Rain,2,32.0,24.2,14.8,4.6,2
13.003500981384523,80.21443423819913,2022-01-07,19,4,1,0,0,Highway,0,84,0,0.9,Cloudy,1,26.6,0.0,15.4,9.6,1
12.956068640604485,80.22146858788325,2023-07-03,0,0,7,0,1,Urban Road,1,66,0,0.15,Fog,3,26.6,0.0,14.7,1.9,2
13.090796664735004,80.26391774366124,2024-07-02,22,1,7,0,1,Rural Road,3,50,1,0.15,Clear,0,28.1,0.0,13.4,7.5,3
12.93365629981804,80.15141400960944,2022-03-19,4,5,3,1,1,Residential,2,25,0,0.15,Clear,0,35.0,0.0,18.8,8.9,0
13.08614197044176,80.26057567982664,2023-09-18,17,0,9,0,0,Residential,2,43,1,0.65,Clear,0,32.4,0.0,4.4,7.5,2
12.972712714462688,80.21011405480913,2024-01-08,21,0,1,0,1,Residential,2,32,0,0.4,Cloudy,1,30.0,0.0,11.9,7.9,1
13.151528407655778,80.22670755079402,2022-01-10,3,0,1,0,1,Urban Road,1,49,1,0.15,Clear,0,27.1,0.0,12.2,12.0,0
13.153980867820668,80.21231410264467,2023-02-26,20,6,2,1,0,Urban Road,1,53,1,0.65,Clear,0,27.6,0.0,7.6,8.5,1
13.13627541066431,80.21934602656627,2023-12-07,10,3,12,0,0,Urban Road,1,36,1,0.65,Rain,2,29.6,3.3,13.1,6.5,1
13.014982957722427,80.21132044222787,2024-08-12,17,0,8,0,0,Highway,0,82,0,0.65,Cloudy,1,32.7,0.0,10.9,11.0,0
13.052597803056837,80.20339559779191,2024-10-22,9,1,10,0,0,Urban Road,1,44,1,0.9,Cloudy,1,35.9,0.0,19.2,9.2,0
12.917219737746167,80.16387869763147,2022-08-13,7,5,8,1,0,Urban Road,1,56,0,0.65,Cloudy,1,34.3,0.0,20.8,9.5,0
13.030817692987654,80.23338788267377,2023-12-22,11,4,12,0,0,Rural Road,3,51,0,0.4,Clear,0,27.9,0.0,14.0,10.5,0
13.133880082756454,80.2070738073063,2022-04-03,1,6,4,1,1,Residential,2,25,0,0.15,Snow,5,24.3,0.0,12.1,10.1,2
12.987102224770178,80.2230384040572,2022-12-04,20,6,12,1,0,Residential,2,30,1,0.65,Clear,0,28.1,0.0,12.6,9.4,1
12.998669804203537,80.19879495565057,2022-08-28,3,6,8,1,1,Highway,0,96,0,0.15,Clear,0,31.7,0.0,9.5,8.5,2
13.009216626971208,80.21155791216687,2022-07-11,8,0,7,0,0,Highway,0,70,1,0.9,Clear,0,27.8,0.0,3.2,8.9,1
12.982720041977311,80.19716518125487,2024-07-07,17,6,7,1,0,Highway,0,76,1,0.65,Cloudy,1,30.6,0.0,8.8,7.2,1
13.001305017675175,80.21766287727922,2022-03-24,6,3,3,0,0,Urban Road,1,52,0,0.4,Clear,0,30.2,0.0,13.2,9.2,1
13.160269957577272,80.19966988909523,2022-01-04,18,1,1,0,0,Highway,0,81,1,0.9,Rain,2,25.9,11.3,25.1,5.2,2
13.166293330603649,80.19767997323831,2024-06-10,6,0,6,0,0,Urban Road,1,51,1,0.4,Clear,0,27.0,0.0,18.1,11.2,0
12.971976881450958,80.20839748689923,2022-03-14,4,0,3,0,1,Rural Road,3,60,0,0.15,Rain,2,21.1,1.0,0.8,5.8,3
13.153580915219571,80.19823234444343,2024-08-02,19,4,8,0,0,Urban Road,1,43,1,0.9,Rain,2,31.4,16.7,16.2,1.0,2
13.045403365638725,80.17366888689187,2024-11-30,5,5,11,1,1,Residential,2,39,0,0.15,Cloudy,1,30.6,0.0,17.0,7.9,3
13.184653269750427,80.16264774610069,2024-05-06,12,0,5,0,0,Urban Road,1,21,0,0.4,Rain,2,27.0,13.7,12.6,4.3,0
13.187067833346456,80.13572572378925,2024-03-03,22,6,3,1,1,Highway,0,81,0,0.15,Cloudy,1,26.7,0.0,4.9,8.6,0
13.074874079553158,80.27340394405788,2023-01-25,3,2,1,0,1,Rural Road,3,63,1,0.15,Rain,2,26.0,5.7,22.4,3.8,2
13.144523290842093,80.20687377634387,2022-11-22,21,1,11,0,1,Residential,2,20,1,0.4,Clear,0,24.1,0.0,4.8,9.3,1
13.05102391149382,80.17565745973035,2023-06-29,15,3,6,0,0,Residential,2,36,1,0.4,Rain,2,28.6,3.3,15.1,4.2,1
13.181202996401858,80.22686423984364,2023-08-25,2,4,8,0,1,Residential,2,31,0,0.15,Cloudy,1,31.6,0.0,10.0,6.3,1
12.97341851181471,80.17871909109869,2023-07-28,2,4,7,0,1,Rural Road,3,56,0,0.15,Clear,0,31.4,0.0,6.3,8.4,0
13.002727697826666,80.23503033081178,2024-08-09,10,4,8,0,0,Urban Road,1,48,1,0.65,Clear,0,29.0,0.0,19.2,7.8,0
13.12421012107989,80.18205579768284,2022-09-14,15,2,9,0,0,Residential,2,41,1,0.4,Clear,0,26.0,0.0,19.4,7.8,0
13.043613355703352,80.1848735349773,2022-11-04,15,4,11,0,0,Highway,0,87,1,0.4,Storm,4,26.4,5.0,4.9,4.0,2
13.108612816699038,80.11065836902446,2024-09-17,17,1,9,0,0,Rural Road,3,53,0,0.65,Clear,0,30.7,0.0,12.0,5.9,0
13.14964046741921,80.18381717016878,2023-03-28,5,1,3,0,1,Urban Road,1,47,1,0.15,Rain,2,26.2,2.2,9.1,5.1,3
13.019794461087034,80.2123770132794,2022-05-23,7,0,5,0,0,Urban Road,1,57,0,0.65,Clear,0,29.5,0.0,9.0,9.0,0
13.061979382172156,80.27811564909065,2024-09-18,23,2,9,0,1,Urban Road,1,47,0,0.15,Clear,0,28.7,0.0,14.6,9.3,1
